pokemon_1,pokemon_2,winner,label,turns
Hawlucha,Finneon,Hawlucha,1,2
Samurott,Vanillish,Samurott,1,2
Volcarona,Iron-Treads,Volcarona,1,1
Rockruff,Crabominable,Crabominable,0,1
Garganacl,Flutter-Mane,Garganacl,1,2
Marowak,Charizard,Charizard,0,2
Florges,Groudon,Groudon,0,2
Lugia,Dipplin,Lugia,1,2
Primeape,Roaring-Moon,Roaring-Moon,0,2
Lokix,Indeedee-Male,Lokix,1,1
Tarountula,Alomomola,Alomomola,0,2
Perrserker,Meltan,Perrserker,1,3
Whiscash,Scream-Tail,Scream-Tail,0,5
Diancie,Oinkologne-Male,Diancie,1,4
Garbodor,Meditite,Garbodor,1,1
Poliwag,Wailmer,Wailmer,0,2
Ledian,Starmie,Starmie,0,2
Mienshao,Charmeleon,Mienshao,1,2
Annihilape,Kakuna,Annihilape,1,1
Donphan,Timburr,Donphan,1,2
Panpour,Beautifly,Beautifly,0,2
Dudunsparce-Two-Segment,Azelf,Azelf,0,3
Musharna,Fletchinder,Musharna,1,2
Weezing,Tapu-Lele,Tapu-Lele,0,1
Throh,Alomomola,Throh,1,6
Gliscor,Chi-Yu,Chi-Yu,0,1
Oshawott,Squirtle,Oshawott,1,3
Swirlix,Iron-Jugulis,Iron-Jugulis,0,2
Surskit,Vespiquen,Vespiquen,0,1
Cosmoem,Victreebel,Victreebel,0,3
Skeledirge,Fennekin,Skeledirge,1,1
Litleo,Rowlet,Litleo,1,1
Gible,Duraludon,Duraludon,0,1
Meowstic-Male,Lugia,Lugia,0,3
Relicanth,Kleavor,Relicanth,1,2
Braixen,Landorus-Incarnate,Landorus-Incarnate,0,1
Gallade,Mareanie,Gallade,1,1
Finneon,Chandelure,Chandelure,0,2
Swirlix,Psyduck,Swirlix,1,2
Marowak,Munkidori,Munkidori,0,2
Bombirdier,Finneon,Bombirdier,1,1
Stonjourner,Walking-Wake,Walking-Wake,0,1
Nidoran-F,Spidops,Spidops,0,3
Gloom,Togedemaru,Togedemaru,0,2
Hypno,Staryu,Hypno,1,1
Larvesta,Slurpuff,Slurpuff,0,3
Lickitung,Feraligatr,Feraligatr,0,4
Klinklang,Smoochum,Klinklang,1,1
Buzzwole,Turtwig,Buzzwole,1,1
Karrablast,Bulbasaur,Karrablast,1,2
Flaaffy,Glimmora,Glimmora,0,2
Scrafty,Deoxys-Normal,Scrafty,1,2
Sudowoodo,Pidgey,Sudowoodo,1,1
Hakamo-O,Pignite,Pignite,0,2
Zangoose,Raboot,Zangoose,1,2
Wiglett,Mandibuzz,Mandibuzz,0,1
Fidough,Milcery,Fidough,1,2
Cosmoem,Corvisquire,Corvisquire,0,4
Armaldo,Ducklett,Armaldo,1,1
Cherrim,Glastrier,Glastrier,0,2
Clauncher,Skwovet,Clauncher,1,2
Mamoswine,Fuecoco,Mamoswine,1,1
Slowbro,Graveler,Slowbro,1,1
Registeel,Yamask,Registeel,1,2
Armarouge,Toxapex,Armarouge,1,2
Kubfu,Scyther,Scyther,0,1
Delphox,Oricorio-Baile,Delphox,1,2
Oinkologne-Male,Nuzleaf,Oinkologne-Male,1,2
Treecko,Grafaiai,Grafaiai,0,1
Meloetta-Aria,Emolga,Meloetta-Aria,1,1
Cryogonal,Sandshrew,Cryogonal,1,1
Steelix,Alcremie,Steelix,1,2
Plusle,Chimecho,Chimecho,0,2
Fidough,Suicune,Suicune,0,1
Mightyena,Wimpod,Mightyena,1,1
Basculin-Red-Striped,Wailmer,Basculin-Red-Striped,1,4
Litleo,Barboach,Litleo,1,2
Deino,Luxray,Luxray,0,1
Arrokuda,Shroodle,Shroodle,0,1
Crustle,Hoopa,Hoopa,0,2
Kyogre,Cottonee,Kyogre,1,1
Chingling,Prinplup,Prinplup,0,2
Panpour,Aerodactyl,Aerodactyl,0,1
Bagon,Jirachi,Jirachi,0,1
Flamigo,Gallade,Flamigo,1,1
Grubbin,Ralts,Grubbin,1,1
Chien-Pao,Gliscor,Chien-Pao,1,1
Flapple,Jumpluff,Jumpluff,0,2
Crawdaunt,Toxel,Crawdaunt,1,1
Marowak,Yamask,Marowak,1,2
Torchic,Cloyster,Cloyster,0,1
Dewpider,Chien-Pao,Chien-Pao,0,1
Oshawott,Cubchoo,Oshawott,1,2
Shuppet,Dachsbun,Dachsbun,0,2
Silvally,Brionne,Silvally,1,2
Goomy,Deino,Goomy,1,1
Luvdisc,Charizard,Charizard,0,2
Phanpy,Bunnelby,Phanpy,1,1
Zarude,Ditto,Zarude,1,2
Arctovish,Celesteela,Celesteela,0,4
Wailord,Lechonk,Wailord,1,2
Delcatty,Thwackey,Delcatty,1,3
Cufant,Whiscash,Whiscash,0,1
Raichu,Samurott,Raichu,1,2
Groudon,Togekiss,Groudon,1,3
Snubbull,Aromatisse,Aromatisse,0,1
Pikachu,Charizard,Charizard,0,1
Walking-Wake,Torchic,Walking-Wake,1,1
Slaking,Squirtle,Slaking,1,1
Hoothoot,Garganacl,Garganacl,0,1
Groudon,Pawmot,Groudon,1,1
Helioptile,Lombre,Lombre,0,2
Bayleef,Poliwhirl,Bayleef,1,1
Chewtle,Gogoat,Gogoat,0,1
Hydrapple,Wobbuffet,Hydrapple,1,4
Tangela,Basculin-Red-Striped,Basculin-Red-Striped,0,1
Tepig,Grapploct,Grapploct,0,1
Heliolisk,Zamazenta,Zamazenta,0,1
Virizion,Swanna,Swanna,0,1
Diglett,Audino,Audino,0,1
Tinkatink,Gardevoir,Tinkatink,1,2
Sawk,Eevee,Sawk,1,1
Brute-Bonnet,Toucannon,Toucannon,0,2
Aegislash-Shield,Cherrim,Aegislash-Shield,1,4
Gallade,Sirfetchd,Gallade,1,2
Druddigon,Bagon,Druddigon,1,1
Porygon,Oshawott,Porygon,1,2
Houndstone,Mareep,Houndstone,1,1
Regirock,Charmeleon,Regirock,1,1
Stunfisk,Pidgeot,Stunfisk,1,2
Celebi,Krokorok,Celebi,1,1
Hoppip,Stufful,Stufful,0,1
Persian,Cyndaquil,Persian,1,1
Glalie,Hoothoot,Glalie,1,1
Onix,Indeedee-Male,Indeedee-Male,0,1
Scatterbug,Salamence,Salamence,0,1
Coalossal,Klefki,Coalossal,1,2
Metapod,Clefable,Clefable,0,1
Charizard,Aegislash-Shield,Charizard,1,2
Hariyama,Cetitan,Hariyama,1,2
Steenee,Mew,Mew,0,1
Mr-Rime,Weavile,Mr-Rime,1,1
Feebas,Lopunny,Lopunny,0,1
Dubwool,Mime-Jr,Dubwool,1,1
Beldum,Raticate,Raticate,0,3
Tinkaton,Sableye,Tinkaton,1,1
Vileplume,Quaxwell,Vileplume,1,1
Hariyama,Celebi,Celebi,0,2
Lickilicky,Virizion,Virizion,0,3
Emboar,Exeggutor,Emboar,1,2
Duskull,Garganacl,Garganacl,0,1
Yungoos,Araquanid,Araquanid,0,1
Snorunt,Paras,Snorunt,1,1
Flutter-Mane,Brionne,Flutter-Mane,1,2
Omastar,Venonat,Omastar,1,1
Joltik,Appletun,Appletun,0,1
Umbreon,Okidogi,Okidogi,0,2
Houndstone,Archen,Houndstone,1,2
Farigiraf,Lilligant,Farigiraf,1,2
Tyranitar,Sprigatito,Tyranitar,1,1
Honedge,Simisear,Simisear,0,1
Sharpedo,Pupitar,Sharpedo,1,1
Rampardos,Togedemaru,Togedemaru,0,2
Jigglypuff,Zubat,Zubat,0,2
Thwackey,Iron-Moth,Iron-Moth,0,1
Meowth,Kingambit,Kingambit,0,1
Mimikyu-Disguised,Chimchar,Mimikyu-Disguised,1,1
Escavalier,Volcanion,Volcanion,0,1
Emolga,Hariyama,Hariyama,0,2
Bouffalant,Gothorita,Bouffalant,1,2
Snover,Lileep,Snover,1,2
Rabsca,Ambipom,Rabsca,1,2
Hoopa,Type-Null,Hoopa,1,3
Xatu,Octillery,Octillery,0,2
Klinklang,Gulpin,Klinklang,1,2
Ivysaur,Cinderace,Cinderace,0,2
Lilligant,Chi-Yu,Chi-Yu,0,1
Hariyama,Yamper,Hariyama,1,1
Bidoof,Klawf,Klawf,0,2
Rillaboom,Kirlia,Rillaboom,1,1
Mr-Rime,Espeon,Mr-Rime,1,3
Relicanth,Dipplin,Dipplin,0,1
Ditto,Ekans,Ekans,0,2
Rampardos,Dugtrio,Rampardos,1,1
Duskull,Honchkrow,Honchkrow,0,1
Piloswine,Ursaring,Ursaring,0,3
Celebi,Toucannon,Celebi,1,2
Golem,Houndstone,Houndstone,0,3
Volcanion,Mudbray,Volcanion,1,1
Tinkatink,Meltan,Meltan,0,2
Hatterene,Flareon,Hatterene,1,2
Geodude,Electrode,Electrode,0,1
Bellsprout,Marshtomp,Marshtomp,0,1
Gholdengo,Pignite,Pignite,0,3
Ralts,Iron-Bundle,Iron-Bundle,0,1
Dewott,Swellow,Dewott,1,2
Snorlax,Wormadam-Plant,Snorlax,1,2
Stonjourner,Iron-Treads,Iron-Treads,0,2
Miltank,Jirachi,Jirachi,0,3
Staraptor,Chatot,Staraptor,1,2
Sandslash,Spheal,Sandslash,1,2
Monferno,Minun,Minun,0,2
Bisharp,Manectric,Manectric,0,2
Purrloin,Lampent,Lampent,0,1
Musharna,Camerupt,Musharna,1,2
Nickit,Gimmighoul,Nickit,1,2
Poipole,Cofagrigus,Cofagrigus,0,3
Eternatus,Dracovish,Eternatus,1,1
Alcremie,Delphox,Delphox,0,3
Rayquaza,Chikorita,Rayquaza,1,1
Galvantula,Woobat,Galvantula,1,1
Volbeat,Pecharunt,Pecharunt,0,3
Cubchoo,Shuckle,Cubchoo,1,3
Lotad,Lillipup,Lillipup,0,1
Armarouge,Gengar,Armarouge,1,1
Sneasel,Quagsire,Quagsire,0,2
Raging-Bolt,Gallade,Raging-Bolt,1,3
Mudkip,Heliolisk,Heliolisk,0,1
Runerigus,Genesect,Genesect,0,2
Krabby,Mareep,Mareep,0,1
Sandy-Shocks,Spiritomb,Sandy-Shocks,1,2
Gimmighoul,Basculin-Red-Striped,Basculin-Red-Striped,0,2
Salamence,Poliwrath,Salamence,1,2
Boldore,Samurott,Samurott,0,1
Cleffa,Rolycoly,Rolycoly,0,2
Treecko,Mienfoo,Mienfoo,0,1
Cosmoem,Hoopa,Hoopa,0,1
Cubchoo,Raging-Bolt,Raging-Bolt,0,1
Medicham,Phione,Phione,0,3
Throh,Hitmontop,Throh,1,2
Slither-Wing,Boldore,Slither-Wing,1,2
Calyrex,Alcremie,Alcremie,0,3
Simipour,Litleo,Simipour,1,1
Suicune,Scrafty,Suicune,1,4
Clawitzer,Kleavor,Clawitzer,1,1
Poipole,Iron-Treads,Iron-Treads,0,1
Rotom,Garganacl,Garganacl,0,2
Honedge,Simisage,Simisage,0,2
Growlithe,Type-Null,Type-Null,0,1
Varoom,Horsea,Horsea,0,2
Musharna,Great-Tusk,Musharna,1,2
Sprigatito,Lickilicky,Lickilicky,0,1
Arcanine,Abomasnow,Arcanine,1,1
Xurkitree,Sliggoo,Xurkitree,1,2
Emboar,Tyrunt,Emboar,1,1
Togepi,Escavalier,Escavalier,0,1
Annihilape,Arboliva,Annihilape,1,2
Bruxish,Yungoos,Bruxish,1,1
Comfey,Drilbur,Comfey,1,1
Koffing,Enamorus-Incarnate,Enamorus-Incarnate,0,1
Horsea,Dusclops,Dusclops,0,2
Clefable,Bronzong,Bronzong,0,2
Meltan,Sliggoo,Sliggoo,0,2
Sandy-Shocks,Hitmonlee,Sandy-Shocks,1,2
Empoleon,Foongus,Empoleon,1,2
Arboliva,Pichu,Arboliva,1,1
Arctovish,Mewtwo,Mewtwo,0,3
Simipour,Relicanth,Simipour,1,3
Bunnelby,Pansage,Pansage,0,2
Archaludon,Basculin-Red-Striped,Archaludon,1,2
Snover,Venusaur,Venusaur,0,1
Chingling,Pawniard,Pawniard,0,2
Silcoon,Yamask,Yamask,0,2
Archeops,Leafeon,Archeops,1,2
Wiglett,Bellsprout,Bellsprout,0,1
Silcoon,Mawile,Mawile,0,1
Sawk,Shaymin-Land,Shaymin-Land,0,3
Lickitung,Spheal,Lickitung,1,3
Milotic,Noibat,Milotic,1,1
Barboach,Yungoos,Barboach,1,2
Charcadet,Solosis,Solosis,0,1
Shelmet,Charmeleon,Charmeleon,0,1
Bunnelby,Cyclizar,Cyclizar,0,1
Scrafty,Abra,Scrafty,1,1
Overqwil,Espathra,Overqwil,1,2
Spritzee,Golem,Golem,0,2
Trapinch,Natu,Natu,0,1
Rhyhorn,Maschiff,Maschiff,0,2
Swablu,Steenee,Swablu,1,2
Piloswine,Bronzong,Piloswine,1,2
Glaceon,Klinklang,Klinklang,0,2
Venusaur,Remoraid,Venusaur,1,1
Flapple,Haunter,Haunter,0,1
Grimmsnarl,Beheeyem,Grimmsnarl,1,2
Pikachu,Sunflora,Sunflora,0,1
Slakoth,Escavalier,Escavalier,0,2
Ferroseed,Zebstrika,Zebstrika,0,3
Smeargle,Mimikyu-Disguised,Mimikyu-Disguised,0,2
Reshiram,Stoutland,Reshiram,1,2
Mismagius,Carnivine,Mismagius,1,2
Gothorita,Corphish,Gothorita,1,1
Weedle,Swinub,Swinub,0,1
Hatenna,Carbink,Carbink,0,2
Combee,Sneasler,Sneasler,0,1
Tangrowth,Archaludon,Archaludon,0,2
Stantler,Pawmot,Pawmot,0,1
Hoothoot,Bidoof,Bidoof,0,2
Darkrai,Magmortar,Magmortar,0,2
Metang,Haxorus,Metang,1,3
Stoutland,Ninetales,Stoutland,1,2
Sudowoodo,Darmanitan-Standard,Sudowoodo,1,2
Rookidee,Kangaskhan,Kangaskhan,0,1
Joltik,Dewgong,Dewgong,0,2
Electabuzz,Glameow,Electabuzz,1,1
Burmy,Drowzee,Drowzee,0,2
Dratini,Exeggutor,Exeggutor,0,1
Scraggy,Victreebel,Victreebel,0,2
Drifblim,Chien-Pao,Chien-Pao,0,2
Vibrava,Wigglytuff,Wigglytuff,0,1
Komala,Bibarel,Bibarel,0,2
Ceruledge,Goodra,Ceruledge,1,3
Nidorino,Solgaleo,Solgaleo,0,1
Dreepy,Milcery,Milcery,0,1
Beedrill,Melmetal,Melmetal,0,1
Dewott,Gloom,Dewott,1,2
Yanma,Pikipek,Yanma,1,1
Aromatisse,Unfezant,Aromatisse,1,2
Jirachi,Goomy,Jirachi,1,1
Pansage,Capsakid,Pansage,1,2
Arboliva,Flamigo,Flamigo,0,2
Jellicent-Male,Appletun,Jellicent-Male,1,2
Kabuto,Cherubi,Kabuto,1,1
Frosmoth,Huntail,Frosmoth,1,3
Cosmog,Chewtle,Chewtle,0,2
Golett,Cinccino,Cinccino,0,2
Tauros,Skwovet,Tauros,1,2
Arctozolt,Litten,Arctozolt,1,1
Delphox,Giratina-Altered,Giratina-Altered,0,2
Croagunk,Houndoom,Houndoom,0,1
Sewaddle,Larvesta,Larvesta,0,1
Scraggy,Regigigas,Regigigas,0,1
Flittle,Forretress,Forretress,0,1
Beautifly,Bastiodon,Bastiodon,0,1
Shedinja,Drampa,Drampa,0,1
Bellossom,Heracross,Heracross,0,2
Luxio,Bramblin,Luxio,1,1
Rhyperior,Spinda,Rhyperior,1,2
Thievul,Furfrou,Furfrou,0,3
Cloyster,Chandelure,Chandelure,0,1
Spinda,Aerodactyl,Aerodactyl,0,2
Drifblim,Gallade,Drifblim,1,2
Pikachu,Dracozolt,Dracozolt,0,1
Varoom,Whirlipede,Varoom,1,3
Slowking,Krokorok,Slowking,1,1
Scorbunny,Marowak,Marowak,0,1
Scream-Tail,Corphish,Scream-Tail,1,1
Lanturn,Rotom,Lanturn,1,3
Sprigatito,Sinistcha,Sinistcha,0,1
Rillaboom,Tangrowth,Tangrowth,0,2
Luxio,Spritzee,Spritzee,0,2
Tatsugiri-Curly,Porygon2,Porygon2,0,2
Wo-Chien,Minccino,Wo-Chien,1,1
Dreepy,Rockruff,Rockruff,0,1
Carracosta,Oshawott,Carracosta,1,1
Beartic,Centiskorch,Centiskorch,0,2
Machop,Beartic,Beartic,0,2
Latias,Drednaw,Latias,1,3
Mienshao,Mandibuzz,Mandibuzz,0,2
Articuno,Pidgeotto,Articuno,1,1
Pansage,Falinks,Falinks,0,1
Croagunk,Copperajah,Copperajah,0,1
Azumarill,Cacnea,Azumarill,1,2
Kadabra,Bronzor,Bronzor,0,2
Ferrothorn,Timburr,Ferrothorn,1,2
Aurorus,Wooloo,Aurorus,1,1
Vileplume,Mimikyu-Disguised,Mimikyu-Disguised,0,3
Zekrom,Articuno,Zekrom,1,2
Pignite,Poltchageist,Pignite,1,1
Eldegoss,Vivillon,Vivillon,0,2
Machamp,Poliwhirl,Machamp,1,2
Cinccino,Amaura,Amaura,0,3
Bronzong,Iron-Treads,Iron-Treads,0,2
Dragalge,Buneary,Dragalge,1,2
Gorebyss,Kricketot,Gorebyss,1,1
Salamence,Wurmple,Salamence,1,1
Trevenant,Piplup,Trevenant,1,1
Probopass,Porygon2,Probopass,1,6
Dusclops,Celebi,Celebi,0,2
Varoom,Goomy,Varoom,1,1
Floatzel,Purugly,Floatzel,1,2
Drizzile,Scatterbug,Drizzile,1,1
Steelix,Oshawott,Oshawott,0,2
Cetitan,Klefki,Klefki,0,3
Banette,Toxtricity-Amped,Toxtricity-Amped,0,2
Pyroar-Male,Greavard,Pyroar-Male,1,1
Grubbin,Murkrow,Murkrow,0,1
Archen,Elekid,Elekid,0,1
Sawk,Pansage,Sawk,1,1
Roselia,Cosmoem,Roselia,1,3
Magmar,Pansear,Magmar,1,2
Blacephalon,Piplup,Blacephalon,1,1
Fletchling,Shelgon,Shelgon,0,1
Falinks,Golduck,Golduck,0,2
Kadabra,Zapdos,Zapdos,0,1
Golurk,Celesteela,Celesteela,0,2
Chewtle,Gothorita,Gothorita,0,2
Hoopa,Illumise,Hoopa,1,2
Slugma,Vulpix,Vulpix,0,3
Kilowattrel,Chewtle,Kilowattrel,1,1
Copperajah,Honchkrow,Copperajah,1,2
Avalugg,Metapod,Avalugg,1,2
Buizel,Morgrem,Morgrem,0,1
Crawdaunt,Infernape,Infernape,0,2
Milotic,Staraptor,Milotic,1,2
Araquanid,Salandit,Araquanid,1,1
Arrokuda,Silcoon,Arrokuda,1,2
Braviary,Froakie,Braviary,1,1
Gogoat,Nidoking,Nidoking,0,2
Hoopa,Golduck,Hoopa,1,2
Meltan,Sandy-Shocks,Sandy-Shocks,0,1
Vullaby,Sliggoo,Sliggoo,0,2
Slither-Wing,Togekiss,Togekiss,0,2
Terrakion,Gothitelle,Terrakion,1,2
Sudowoodo,Hydrapple,Hydrapple,0,1
Slither-Wing,Regidrago,Slither-Wing,1,3
Dewpider,Herdier,Herdier,0,1
Rillaboom,Braviary,Braviary,0,2
Watchog,Florges,Florges,0,2
Quilava,Carkol,Carkol,0,2
Meganium,Lurantis,Meganium,1,3
Bellibolt,Quaxwell,Bellibolt,1,1
Quaxwell,Clauncher,Quaxwell,1,3
Espathra,Arbok,Espathra,1,1
Meltan,Watchog,Watchog,0,3
Zeraora,Lillipup,Zeraora,1,1
Spiritomb,Pawmi,Spiritomb,1,1
Lilligant,Bidoof,Lilligant,1,1
Arbok,Baxcalibur,Baxcalibur,0,2
Orthworm,Infernape,Infernape,0,1
Dratini,Sizzlipede,Dratini,1,2
Pidgeotto,Magearna,Magearna,0,1
Medicham,Cleffa,Medicham,1,2
Flutter-Mane,Gogoat,Flutter-Mane,1,3
Flareon,Meowth,Flareon,1,1
Cosmog,Toxicroak,Toxicroak,0,1
Weepinbell,Garbodor,Garbodor,0,2
Piplup,Marill,Piplup,1,5
Carkol,Cherrim,Carkol,1,2
Vivillon,Grovyle,Vivillon,1,1
Eldegoss,Rapidash,Rapidash,0,2
Dratini,Vigoroth,Vigoroth,0,1
Pyroar-Male,Luxray,Pyroar-Male,1,3
Palafin-Zero,Minior-Red-Meteor,Palafin-Zero,1,3
Ledyba,Magcargo,Magcargo,0,1
Crawdaunt,Ekans,Crawdaunt,1,1
Zygarde-50,Finneon,Zygarde-50,1,2
Espurr,Orbeetle,Orbeetle,0,2
Spinarak,Zekrom,Zekrom,0,1
Virizion,Blissey,Virizion,1,1
Doduo,Shaymin-Land,Shaymin-Land,0,1
Emolga,Bronzong,Bronzong,0,2
Solrock,Boldore,Solrock,1,3
Druddigon,Exeggcute,Druddigon,1,2
Crabrawler,Lumineon,Lumineon,0,2
Charcadet,Skwovet,Charcadet,1,2
Lanturn,Lilligant,Lilligant,0,2
Keldeo-Ordinary,Morpeko-Full-Belly,Keldeo-Ordinary,1,1
Timburr,Staraptor,Staraptor,0,1
Arctovish,Grovyle,Arctovish,1,1
Coalossal,Noctowl,Coalossal,1,2
Cresselia,Meltan,Cresselia,1,2
Dedenne,Wooloo,Dedenne,1,1
Cosmog,Goomy,Goomy,0,1
Gouging-Fire,Growlithe,Gouging-Fire,1,2
Raikou,Bellossom,Raikou,1,2
Quilava,Morelull,Quilava,1,1
Stonjourner,Iron-Moth,Iron-Moth,0,1
Shuppet,Cherrim,Cherrim,0,1
Chimchar,Scrafty,Scrafty,0,1
Arrokuda,Dragonair,Dragonair,0,1
Impidimp,Lillipup,Lillipup,0,1
Lunatone,Meltan,Lunatone,1,2
Victini,Baxcalibur,Victini,1,4
Malamar,Aerodactyl,Aerodactyl,0,3
Floatzel,Nihilego,Floatzel,1,4
Cosmog,Happiny,Cosmog,1,2
Altaria,Gothita,Altaria,1,2
Skrelp,Throh,Throh,0,2
Altaria,Dudunsparce-Two-Segment,Dudunsparce-Two-Segment,0,2
Hoothoot,Hippopotas,Hippopotas,0,2
Blaziken,Luxray,Blaziken,1,2
Dewott,Krookodile,Krookodile,0,2
Zeraora,Dwebble,Zeraora,1,1
Spritzee,Jellicent-Male,Jellicent-Male,0,3
Cranidos,Kecleon,Cranidos,1,2
Breloom,Naclstack,Breloom,1,1
Carracosta,Minior-Red-Meteor,Carracosta,1,2
Aurorus,Ambipom,Aurorus,1,2
Dottler,Beldum,Beldum,0,3
Iron-Thorns,Snubbull,Iron-Thorns,1,1
Mothim,Greedent,Greedent,0,2
Garganacl,Snorunt,Garganacl,1,1
Cyclizar,Politoed,Politoed,0,2
Zekrom,Aipom,Zekrom,1,1
Hoothoot,Cyclizar,Cyclizar,0,1
Venomoth,Hoopa,Hoopa,0,1
Groudon,Swampert,Swampert,0,2
Iron-Crown,Scatterbug,Iron-Crown,1,1
Emolga,Tarountula,Emolga,1,1
Mienfoo,Mantyke,Mienfoo,1,2
Skitty,Runerigus,Runerigus,0,2
Dragalge,Sealeo,Sealeo,0,2
Tsareena,Misdreavus,Misdreavus,0,3
Type-Null,Virizion,Virizion,0,2
Ducklett,Greninja,Greninja,0,2
Umbreon,Sylveon,Sylveon,0,3
Psyduck,Passimian,Passimian,0,1
Kilowattrel,Haunter,Kilowattrel,1,1
Quagsire,Illumise,Quagsire,1,4
Psyduck,Zekrom,Zekrom,0,1
Nidoran-F,Beedrill,Beedrill,0,2
Wyrdeer,Kingdra,Wyrdeer,1,3
Fuecoco,Terapagos,Terapagos,0,3
Finneon,Crocalor,Finneon,1,2
Chikorita,Whiscash,Whiscash,0,2
Entei,Crawdaunt,Crawdaunt,0,2
Clauncher,Onix,Clauncher,1,1
Magneton,Stoutland,Magneton,1,3
Rayquaza,Regidrago,Rayquaza,1,2
Gliscor,Nidoking,Nidoking,0,1
Exeggcute,Golem,Exeggcute,1,1
Cresselia,Fidough,Cresselia,1,2
Venonat,Axew,Axew,0,2
Arrokuda,Silvally,Silvally,0,1
Jirachi,Carbink,Jirachi,1,1
Sunflora,Luxray,Luxray,0,2
Tinkatink,Morelull,Tinkatink,1,2
Chingling,Gogoat,Gogoat,0,1
Lopunny,Magmortar,Magmortar,0,2
Victreebel,Bronzong,Bronzong,0,2
Clobbopus,Pineco,Clobbopus,1,3
Milcery,Bibarel,Bibarel,0,1
Drifblim,Archaludon,Archaludon,0,2
Fezandipiti,Dugtrio,Fezandipiti,1,1
Whimsicott,Klink,Klink,0,2
Gorebyss,Dipplin,Gorebyss,1,1
Sylveon,Dartrix,Sylveon,1,1
Starly,Kyogre,Kyogre,0,1
Dragalge,Uxie,Uxie,0,2
Dunsparce,Scyther,Scyther,0,3
Murkrow,Marowak,Murkrow,1,2
Charizard,Sneasel,Charizard,1,1
Chatot,Corsola,Corsola,0,2
Heracross,Purugly,Heracross,1,1
Torkoal,Xerneas,Xerneas,0,3
Elgyem,Delphox,Delphox,0,2
Jirachi,Granbull,Jirachi,1,2
Mothim,Mabosstiff,Mabosstiff,0,2
Type-Null,Quilava,Type-Null,1,2
Surskit,Scrafty,Scrafty,0,1
Shieldon,Marshtomp,Marshtomp,0,1
Marshtomp,Trumbeak,Marshtomp,1,2
Regice,Smoliv,Regice,1,1
Karrablast,Gible,Karrablast,1,1
Eiscue-Ice,Latias,Latias,0,3
Walking-Wake,Minior-Red-Meteor,Walking-Wake,1,1
Gloom,Swanna,Swanna,0,1
Crustle,Mime-Jr,Crustle,1,1
Zorua,Weezing,Weezing,0,1
Swanna,Garbodor,Garbodor,0,2
Monferno,Sandshrew,Monferno,1,1
Charmander,Mantyke,Mantyke,0,1
Reshiram,Magmar,Reshiram,1,2
Brionne,Tirtouga,Brionne,1,2
Manaphy,Kangaskhan,Manaphy,1,4
Mawile,Munna,Mawile,1,2
Venonat,Rayquaza,Rayquaza,0,1
Gengar,Appletun,Gengar,1,1
Frillish-Male,Dustox,Frillish-Male,1,4
Tynamo,Delphox,Delphox,0,1
Decidueye,Simisage,Decidueye,1,2
Shinx,Oddish,Oddish,0,1
Oddish,Kakuna,Oddish,1,1
Shiftry,Misdreavus,Misdreavus,0,2
Togetic,Grookey,Togetic,1,1
Dustox,Sandy-Shocks,Sandy-Shocks,0,2
Dewgong,Mamoswine,Mamoswine,0,2
Litleo,Oranguru,Oranguru,0,2
Gloom,Monferno,Monferno,0,2
Sandaconda,Dottler,Sandaconda,1,3
Weedle,Buizel,Buizel,0,1
Honchkrow,Tropius,Honchkrow,1,2
Pineco,Ralts,Pineco,1,1
Passimian,Greedent,Passimian,1,2
Loudred,Pecharunt,Pecharunt,0,2
Gouging-Fire,Bramblin,Gouging-Fire,1,1
Golurk,Piloswine,Golurk,1,3
Inkay,Lunatone,Lunatone,0,2
Eelektrik,Poliwag,Eelektrik,1,1
Clefairy,Litleo,Litleo,0,3
Lillipup,Tapu-Lele,Tapu-Lele,0,1
Gengar,Delcatty,Gengar,1,2
Dipplin,Silvally,Silvally,0,1
Dialga,Sunflora,Dialga,1,2
Scolipede,Kyogre,Kyogre,0,2
Cacturne,Gabite,Cacturne,1,1
Slowpoke,Munchlax,Munchlax,0,3
Sealeo,Snubbull,Sealeo,1,2
Terapagos,Beautifly,Terapagos,1,2
Dunsparce,Eevee,Dunsparce,1,2
Cresselia,Golem,Cresselia,1,3
Regigigas,Chatot,Regigigas,1,1
Bombirdier,Okidogi,Bombirdier,1,2
Hariyama,Deoxys-Normal,Deoxys-Normal,0,2
Hatenna,Poliwrath,Poliwrath,0,2
Regirock,Unown,Regirock,1,1
Espurr,Marowak,Marowak,0,2
Garchomp,Regirock,Garchomp,1,3
Dewpider,Ambipom,Ambipom,0,1
Cherrim,Togepi,Cherrim,1,2
Bergmite,Ponyta,Ponyta,0,1
Pangoro,Accelgor,Pangoro,1,2
Stoutland,Flamigo,Flamigo,0,2
Lotad,Flapple,Flapple,0,1
Nymble,Araquanid,Araquanid,0,1
Flaaffy,Calyrex,Calyrex,0,2
Zapdos,Gible,Zapdos,1,1
Doduo,Gothita,Gothita,0,1
Exeggutor,Mime-Jr,Exeggutor,1,1
Aegislash-Shield,Grovyle,Aegislash-Shield,1,2
Sobble,Starmie,Starmie,0,1
Wiglett,Okidogi,Okidogi,0,1
Feraligatr,Goodra,Goodra,0,3
Tangrowth,Staraptor,Tangrowth,1,2
Emolga,Rayquaza,Rayquaza,0,1
Venonat,Cetoddle,Cetoddle,0,3
